Registered Company Name,Name to display,Description,Age of company,Available Cities,Link to official website,Contact Person Name,Designation,Contact Number,Min-Max Budget,Type,  Company Logo,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Discounts,No.of projects completed,Digital Brochure (if available),Testimonials,Contact Email,Google Rating,Google Reviews,Google Location,Any Awards won?,USP,Score
Accent Interiors,Accent Interiors,"Accent interior is one of the most promising and upcoming interior décor of today. We make you feel to be in an ambience of paradise through our innovative, mesmerizing and elegant designs. Be it your bedroom, living room, kids room, kitchen, bathroom or office of your dream, we execute your ideas into reality through fruitful projects that have an aesthetic essence and at the same time commercial . We provide everything from soothing hues , bright lights , polished furnishing, sparkling accessories – all that are needed to adorn your home or office interiors. We aim to build a splendid and majestic surrounding suitable for living and working.

We emphasize more on quality and show uniqueness in our work. Our only motive is to please our customer and so we often blend up your ideas with ours. We never let you down . Rather we always be at your service for the allotted time period.",,"Bengaluru, Kolkata",https://www.interiordesignindia.co.in/,Abhishek Sharma,Business Development Manager,919206544367,1 to 50 Lakhs,"Residential, Commercial",74_logo.jpg,74_a.jpg,74_b.jpg,74_c.jpg,74_d.jpg,74_e.jpg,74_f.jpg,74_g.jpg,74_h.jpg,74_i.jpg,74_j.jpg,,,,74_reviews.jpg,contact@interiordesignindia.co.in,4.4,17,"https://www.google.com/maps/place/Accent+Interiors+%7C+Home+%26+Office+Interior+Designers+%7C+Interior+Designing+Company+in+Bangalore/@12.9623531,77.6694829,15z/data=!4m2!3m1!1s0x0:0x7e54964bd1715fed?sa=X&ved=1t:2428&ictx=111",,,0.15
AOne Interior,AOne Interior,"Aone Interiors decorators is a professionally managed company well known for Interior designers in Bangalore. We are in this field of Interiors design for many years. We are one of the leading Interior Designing & Execution firms in Bangalore. We have a team of experienced professionals in the field of Interior decoration. Workers who are well conversant in carrying out all types of Construction, interior and service related works.

Having been known for delivering premium home interiors at affordable and fair prices, Aone Interiors is preferred by people for our customer-centric approach and on-time delivery.

We firmly believe that your interior spaces should reflect your unique personality because every individual’s space, requirements, lifestyle, and taste differ. Our Home Interior Designers in Bangalore work closely with our clients, communicating and understanding their needs, thereby mapping out a clear vision that aligns with their creative preferences. This approach results in more personalized and beloved designs, exactly as our clients envision them.",,Bengaluru,https://aoneinteriorwork.com/,,,919900878479,1 to 50 Lakhs,"Residential, Commercial",75_logo.jpg,75_a.jpg,75_b.jpg,75_c.jpg,75_d.jpg,75_e.jpg,75_f.jpg,75_g.jpg,75_h.jpg,75_i.jpg,75_j.jpg,,,,75_reviews.jpg,info@aoneinteriorwork.com,5.0,20,"https://www.google.com/maps/place/A+One+Interior+Designer/@12.8761379,77.6713247,15z/data=!4m6!3m5!1s0x3bae13a92971edf7:0x89f602e31c5007a3!8m2!3d12.8761379!4d77.6713247!16s%2Fg%2F11f5wd_t78?entry=ttu",,,0.2
DesignMattersArchitects,Design Matters,"Design Matters is an architectural and interior design firm started in 2011 by Kiran Hanumaiah.
Kiran has a Bachelor’s degree in architecture from B.M.S College of Engineering and a Master’s degree from School of Planning and Architecture, New Delhi.
Kiran has more than 23 years’ experience in the field of architecture, interior and product design. Prior to starting Design Matters, Kiran has worked with Team-2 Architects and Engineers, one of the leading architects in Bangalore in the capacity of senior associate architect. 
During a 12-year stint in Team-2, Kiran has handled a wide variety of projects in terms of scale, segment and client profile.
Since then, Design Matters has been one of the leading firms in Bangalore with an impressive portfolio and one of the best customer reviews amongst firms in Bangalore.
Design Matters has won the best of Houzz service consecutively for three years from 2020",14,Bengaluru,https://www.designmattersarchitects.com/,Kiran Hanumaiah,Principal Architect,919886016711,1 to 50 Lakhs,"Residential, Commercial",76_logo.jpg,76_a.jpg,76_b.jpg,76_c.jpg,76_d.jpg,76_e.jpg,76_f.jpg,76_g.jpg,76_h.jpg,76_i.jpg,76_j.jpg,,,,76_reviews.jpg,kiran@designmattersblr.com,4.9,96,"https://www.google.com/maps/place/DesignMatters/@12.9696133,77.6373413,15z/data=!4m2!3m1!1s0x0:0x6dd172d339d1af18?sa=X&ved=1t:2428&ictx=111",,,1.44
G S E-Commerce Pvt Ltd.,DesignCafe,"DesignCafe, a recognized soonicorn, is India's best Home Interior Designs' solutions' company, was founded in Bangalore, and is now present in more than 10 Indian cities.

DesignCafe was founded with a mission to democratize good interior design solutions for middle-class homemakers in India. We believe Indian homeowners deserve best-in-the-world, Home Interiors' Solutions', and WE at DesignCafe will be at the forefront to deliver it. DesignCafe is expanding its footprint across the country, to ensure this change is accessible to everyone, irrespective of their project's size, budget or location. 

We've changed the way Home Interiors are designed & executed, just walk into our nearest experience center in Bangalore, Mumbai, Hyderabad, Chennai, Coimbatore, Mysore or Pune or visit www.designcafe.com to see how we deliver designer homes, personalized to every homeowner. 

DesignCafe is a winner of multiple awards including the ET and Times Now Innovative company of the year and the TOI Interior designer of the year award.

DesignCafe was founded in 2015, by award-winning architects & designers Gita Ramanan and Shezan Bhojani, who together bring more than three decades of national and international design experience to the table. A pair of workaholic entrepreneurs, they are both Innovators and Magicians alike and are driven to bring the power of design to millions of lives.",10,"Bengaluru, Hyderabad, Chennai, Mumbai, Pune, Thane, Ahmedabad, Kolkata, Mysore, Coimbatore, Vizag, Navi Mumbai",https://www.designcafe.com/,Shezaan Bhojani,Co-Founder & CEO,918068065000,1 to 50 Lakhs,Residential,77_logo.jpg,77_a.jpg,77_b.jpg,77_c.jpg,77_d.jpg,77_e.jpg,77_f.jpg,77_g.jpg,77_h.jpg,77_i.jpg,77_j.jpg,,10000.0,,77_reviews.jpg,writetous@designcafe.com,4.0,1657,"https://www.google.com/maps/place/DesignCafe+Experience+Centre,+MG+Road/@12.9756867,77.6013855,15z/data=!4m2!3m1!1s0x0:0x4f53c9fc81f677c2?sa=X&ved=1t:2428&ictx=111"," Most Innovative Interior Design Company Of The Year 2018, Best Home Interior Design Company 2020, Most Innovative Home Interior Solutions 2019, Most Innovative Startup 2018, Most Enterprising Business 2019 etc.",,2.05
Relgrow,Relgrow,"Relgrow is one of the best Interior designers in India. we are trusted by 800+ clients we are leading the interior design companies in India with 10+ years of expertice. Hire Relgrow interior decorators in India and we are providing an services like interior Design, Residential, apartment, villa, commercial. we can help you get the look and feel you need for any situation. Contact us today to get started!",13,Bengaluru,https://relgrow.com/,Prabhakar Rao,Chief Operating Officer,919008504821,1 to 50 Lakhs,"Residential, Commercial",78_logo.jpg,78_a.jpg,78_b.jpg,78_c.jpg,78_d.jpg,78_e.jpg,78_f.jpg,78_g.jpg,78_h.jpg,78_i.jpg,78_j.jpg,,2200.0,,78_reviews.jpg,info@relgrow.com,5.0,26,"https://www.google.com/maps/place/Relgrow+-+Construction+Company+in+Bangalore+%7C+Interior+Designers+in+Bangalore+%7C+Corporate+and+Office+Interior+Designers/@12.9560714,77.6373866,15z/data=!4m2!3m1!1s0x0:0xb24de25ebbef18c8?sa=X&ved=1t:2428&ictx=111",,,1.26
Savio and Rupa Interior Concepts,Savio and Rupa Interior Concepts,"Savio and Rupa are the heart and soul, interchangeably, of their eponymous design firm. This creative couple is driven by their shared passion of all things design. They have developed their signature style of delivering a unique luxe narrative to each project they take on.

 

Their work is an elegant blend of contemporary global influences and a very fine Indian design sensibility that lends a rich, warm vibe to each of their creations.

 

With 15 years of experience in the domain and over a 100 projects completed, they now rank among the top interior designers in the country.",15,Bengaluru,https://www.savioandrupa.com/,Savio Michael,Managing Director,919901987200,1 to 50 Lakhs,Residential,79_logo.jpg,79_a.jpg,79_b.jpg,79_c.jpg,79_d.jpg,79_e.jpg,79_f.jpg,79_g.jpg,79_h.jpg,79_i.jpg,79_j.jpg,,100.0,,79_reviews.jpg,savioandrupa@gmail.com,4.5,47,"https://www.google.com/maps/place/Savio+and+Rupa/@12.9255044,77.638738,15z/data=!4m6!3m5!1s0x3bae146266270cc1:0xc19c8485139be425!8m2!3d12.9255044!4d77.638738!16s%2Fg%2F11b77kv35n?entry=ttu",,,1.42
Trisha,Trisha,"At Trisha, our luxury interior company, we take immense pride in our 25-year journey in the industry! Since our inception, we’ve upheld the commitment to deliver extravagance to our discerning clientele. Through our unique built-partner module, we not only conceptualize bespoke interiors but also bring them to life, ensuring a perfect integration of our client’s vision. Our dedication to formulating customized designs as per every client’s preferences sets us apart, enabling us to craft spaces that radiate grace and distinctiveness.",26,Bengaluru,https://trisha.co.in/,Rajiv Sultania,Founder,919740999350,1 to 50 Lakhs,Residential,80_logo.jpg,80_a.jpg,80_b.jpg,80_c.jpg,80_d.jpg,80_e.jpg,80_f.jpg,80_g.jpg,80_h.jpg,80_i.jpg,80_j.jpg,,349.0,,80_reviews.jpg,marketing@trisha.co.in,4.2,91,"https://www.google.com/maps/place/Trisha+Interiors/@12.9678682,77.6075593,15z/data=!4m2!3m1!1s0x0:0xd192d7df66f933c?sa=X&ved=1t:2428&ictx=111",,,1.76
Intglobal Services (OPC) Pvt. Ltd.,Global Home Interior,"When it comes to redefining interior into a superlative look, the Global Home interior leaves no stone unturned. Global Home interior serving in Bangalore and Lucknow has become one of the most demanded interior decorators.

Having a forte in interior decoration, we synchronize our work with the trending designs and looks. Our highly skilled team, having years of experience, co-ordinate with the clients to understand their vision and mix it with our ideas to deliver the most appealing and engaging outcome. We offer a variant and vibrant option for colors and designs which can meet your taste and imagination. ",,"Bengaluru, Navi Mumbai",https://globalhomeinterior.com/,Ambuj Singh,Project Head,918088206034,1 to 50 Lakhs,Residential,81_logo.jpg,81_a.jpg,81_b.jpg,81_c.jpg,81_d.jpg,81_e.jpg,81_f.jpg,81_g.jpg,81_h.jpg,81_i.jpg,81_j.jpg,,156.0,,81_reviews.jpg,info@globalhomeinterior.com,4.7,16,"https://www.google.com/maps/place/Global+Home+Interior+(INTGlobal+Services+Pvt.+Ltd)/@12.9074173,77.7462625,15z/data=!4m2!3m1!1s0x0:0x95806b0d96263079?sa=X&ved=1t:2428&ictx=111",,,0.65
Domyhome,Domyhome,"Do my home is a unique value proposition to the home buyers from the table of Casa Grande private limited , one of the largest real estate developer of Chennai. Started with the clear objective of providing hassle free and one stop solution for interior requirements of home buyers.

 More than 400 beautiful homes and 70000 sq. ft. decorated by Do My Home is a sheer testimony to our quality, customer service and on time delivery.

Do my home has 7 categories of offerings  which include wood work, electrical fittings, curtains, bathroom accessories, painting, false ceilings and decorative flooring. To ensure world standard quality Do my home has setup its own production facility for woodwork, has multiple tie-ups with various premium brands of India and has trained and skilled technical team to handle all the customer requirements.

 With ontime delivery guarantee Do My Home offers peace of mind to customers and being right value of money at the same time Do my home also has a showroom where home buyer can walk in with requirement and walk out of mental peace and desired interior solutions.",8,"Bengaluru, Chennai",https://www.domyhome.in/,Anand P,Sales Manager,918939921212,1 to 50 Lakhs,"Residential, Commercial",82_logo.jpg,82_a.jpg,82_b.jpg,82_c.jpg,82_d.jpg,82_e.jpg,82_f.jpg,82_g.jpg,82_h.jpg,82_i.jpg,82_j.jpg,,5000.0,,82_reviews.jpg,we.care@domyhome.in,4.0,35,"https://www.google.com/maps/place/DoMyHome+Bangalore/@12.9914093,77.615371,15z/data=!4m6!3m5!1s0x3bae17de2e53e88b:0x38f1bf4abb16322f!8m2!3d12.9914093!4d77.615371!16s%2Fg%2F11l9j6vgf7?entry=ttu",,,1.28
Designtude Studio Pvt Ltd,Designtude,"Designtude Studio has been on a journey to create meaningful workspaces for clients. Our clients include global companies, home grown companies and start-ups. We believe in creating workspaces with strong concepts and stories that help clients bring their ideas and brands to reality.

We serve our clients with a sense of responsibility and intent to build a bond that lasts beyond the project duration. It has been heartening to have served many of them beyond a single project association. In other words, designing diverse kinds of experiences for the same client has been our strength. We believe this reaffirms their trust in our abilities.

Our team includes a multidisciplinary mix of experienced and young, ready to explore and go the extra mile. We continue this journey knowing well that spaces shape our behaviours, our work and life.

We are looking ahead at a changing world. We will continue to listen and create concepts and experiences that better lives in more ways than one.",15,Bengaluru,http://www.designtude.com/,Vivek Kharia,Director,918040944486,1 to 50 Lakhs,"Residential, Commercial",83_logo.jpg,83_a.jpg,83_b.jpg,83_c.jpg,83_d.jpg,83_e.jpg,83_f.jpg,83_g.jpg,83_h.jpg,83_i.jpg,83_j.jpg,,,,83_reviews.jpg,info.corp@designtude.com,4.7,31,"https://www.google.com/maps/place/Designtude/@12.9865751,77.5954997,15z/data=!4m2!3m1!1s0x0:0x5407f7655a154e4b?sa=X&ved=1t:2428&ictx=111",,,0.79
Olvin Interiors,Olvin Interiors,"The company principle of Olvin Interiors is the collective conception. From the very beginning, the practice has believed in the virtues of exchange, crossing ideas, common effort, shared knowledge and enthusiasm. Olvin Interiors studio believes in a socially engaged architecture.

When you work with Olvin interior , you are not simply hiring a
designer, you are hiring a designer to feel the highest level of services
which you deserve. Our Ultimate goal is to serve you while exceeding
beyond your expectations. We analyse & evaluate all possible options to meet your needs. and our full service are been offered from concept to the completion of the project.

Timely, supervision is carried out by our experienced engineers during our installation of work.",25,Bengaluru,https://olvininterior.com/,Mohammed Mujeer Ulla,Managing Director,919902999961,1 to 50 Lakhs,Residential,84_logo.jpg,84_a.jpg,84_b.jpg,84_c.jpg,84_d.jpg,84_e.jpg,84_f.jpg,84_g.jpg,84_h.jpg,84_i.jpg,84_j.jpg,,2800.0,,84_reviews.jpg,info@olvininterior.com,4.7,28,"https://www.google.com/maps/place/Olvin+interior/@12.9812887,77.6077649,15z/data=!4m6!3m5!1s0x3bae171eda2bd8c1:0xa60f494b4ec1ce0a!8m2!3d12.9812887!4d77.6077649!16s%2Fg%2F11h2jx3qnf?entry=ttu",,,1.26
Four Dimensions Retail Design (I) Pvt. Ltd. ,4Dimensions,"4D offers fully integrated experience space design for various categories like Retail Stores, Restaurants, Office Spaces & other commercial spaces. A Company with an track record of 13 years and counting in delivering successful projects from Design to Delivery integrating all aspects of Conceptualization, Technical transformation, Prototyping & testing and final delivery. We strongly believe that Design is a two faces of coin which completely and seamlessly imbibes both aesthetics and practical/functional elements totally for creating great experience to ""End Users"". Hence our philosophy revolves around Design of spaces which is totally relevant and creates great ""User Experience"", be it Retail or any other space.",25,Bengaluru,https://www.4dimensions.co.in/,Shyam Sunder,Founder & Managing Director,918041323099,1 to 50 Lakhs,Commercial,85_logo.jpg,85_a.jpg,85_b.jpg,85_c.jpg,85_d.jpg,85_e.jpg,85_f.jpg,85_g.jpg,85_h.jpg,85_i.jpg,85_j.jpg,,12000.0,,85_reviews.jpg,enquiry@4dimensions.co.in,4.7,57,"https://www.google.com/maps/place/Four+Dimensions+Retail+Design+India+Private+Limited/@12.9967272,77.5728177,15z/data=!4m2!3m1!1s0x0:0x71a6d6551e0bc6c?sa=X&ved=1t:2428&ictx=111"," VM &RD Awards in 2020, VM &RD Awards in 2018, VM &RD Awards in 2019",,1.79
Deepak Interiors,Deepak Interiors,"DEEPAK INTERIORS has developed the concept of bringing together Architecture, Interior Design, Furniture Production and Project Management, enabling them to be integrated seamlessly on a single project for the last 30 years. Our Architecture, Interior Design, Furniture, project management and landscaping all have come under one master plan, conforming to the client’s needs. The firm's comprehensive services range from the initial planning, design construction and supervision phase to final implementation. The final product becomes a personalized style statement, answering the client’s inspirations and bearing a striking, vibrant and distinctively different attribute.",,"Bengaluru, Hyderabad, Goa, Delhi",http://deepakinteriors.com/,Giridhar Bhadrecha,Project Manager,918022223342,1 to 50 Lakhs,"Residential, Commercial",86_logo.jpg,86_a.jpg,86_b.jpg,86_c.jpg,86_d.jpg,86_e.jpg,86_f.jpg,86_g.jpg,86_h.jpg,86_i.jpg,86_j.jpg,,,,86_reviews.jpg,giridhar@deepakinteriors.com,4.0,24,"https://www.google.com/maps/place/Deepak+Interiors/@12.9593338,77.5828666,15z/data=!4m2!3m1!1s0x0:0xf8153693f22b40ad?sa=X&ved=1t:2428&ictx=111",,,0.19
ADEelite Design Consultants Pvt. Ltd.,ADEelite,"Established in 2010, ADEelite Design Consultants Pvt Ltd (India) is a new-age, dynamic Architectural Design Engineering practice. Our design approach is about problem-solving with a clear vision, fresh perspective, and agile thinking. To produce enduring designs, both progressive and sustainable; that sometimes means finding solutions where none seem to exist, and exploiting resources to the maximum.

We’ve handled projects of various sizes, from 5,000 sqft to 10 lakh sqft. For the boutique, home-grown organisation to the large, multinational enterprise. We’re specialists in Workspaces, Corporate offices, Technology labs, Campuses, and Business centres. Our repertoire of clients spans IT, telecom, media, hospitality, retail, and more.

Today, we’re a team of twenty-five architects, engineers, project managers, and designers. All driven by the singular passion to innovate, create, and add value through design thinking.",15,Bengaluru,http://www.adeelite.com/,Ashish Sachdev,Managing Director,918040977458,1 to 50 Lakhs,Commercial,87_logo.jpg,87_a.jpg,87_b.jpg,87_c.jpg,87_d.jpg,87_e.jpg,87_f.jpg,87_g.jpg,87_h.jpg,87_i.jpg,87_j.jpg,,,,87_reviews.jpg,hr@adeelite.com,4.5,40,"https://www.google.com/maps/place/ADEelite+Design+Consultants+Pvt.+Ltd./@12.9676132,77.6112289,15z/data=!4m2!3m1!1s0x0:0xc8167065186651a9?sa=X&ved=1t:2428&ictx=111",,,0.86
Iban Soft LLP,Vivid Kreations,"At Vivid Kreations, we love the art in architecture and are firm believers in integrating the two elements to tell a story through our creations.

Since our inception in 2002, we have been redefining the landscape for our customers through our unique brand of sustainable architecture.

We listen to your dream, nurture the aesthetics of your surroundings and create spaces that define you.

We welcome the limitations and constraints of the site, topography and natural elements and channelise our work to produce bespoke creations that complement your natural habitat.

Our work dots the length and breadth of India and has also taken us to foreign shores.

Headquartered in Bangalore, India, Vivid Kreations specializes in Architectural and Interior Design, Construction, Project Management Consulting and Real Estate Advisory.",23,Bengaluru,https://www.vividkreations.com/,Shree Lakshmi,Co-Founder & Chief Designer,919844278751,1 to 50 Lakhs,"Residential, Commercial",88_logo.jpg,88_a.jpg,88_b.jpg,88_c.jpg,88_d.jpg,88_e.jpg,88_f.jpg,88_g.jpg,88_h.jpg,88_i.jpg,88_j.jpg,,,,88_reviews.jpg,shree@vividkreations.com,5.0,17,"https://www.google.com/maps/place/Vivid+Kreations+-+Architects+and+Interior+Designers+in+Bangalore/@12.9727388,77.6397967,15z/data=!4m2!3m1!1s0x0:0x782e268073a9c8fc?sa=X&ved=1t:2428&ictx=111",,,0.67
A360 Architects,A360 Architects,"A360 is an architectural and interior design firm based in Indiranagar, Bangalore, India.
A360 was founded by Subhash Saraff in the year 2000.

Here at A-360, we seek to realize, create and establish a living environment most suitable and appropriate to the function and design, the mechanical and philosophical, the visual and ethereal needs of the client.

Each project designed by us is a unique reflection of the client. Forms, materials, and colors are all influenced by the environment as well as the vision of the client. Aesthetics is always balanced with cost-effectiveness and energy efficiency.",25,Bengaluru,https://a360architects.com/,Subhash Saraff,Senior Architect,919845038192,1 to 50 Lakhs,"Residential, Commercial",89_logo.jpg,89_a.jpg,89_b.jpg,89_c.jpg,89_d.jpg,89_e.jpg,89_f.jpg,89_g.jpg,89_h.jpg,89_i.jpg,89_j.jpg,,,,89_reviews.jpg,subhash@a360.co.in,4.4,72,"https://www.google.com/maps/place/A360+architects/@12.9696989,77.6402052,15z/data=!4m2!3m1!1s0x0:0x6bfefda2e7c7be10?sa=X&ved=1t:2428&ictx=111"," Best of Houzz 2019 – Design, Best of Houzz 2019 – Client Satisfaction, Best of Houzz 2018 – Design",,1.38
Etagi Design Collaborative,Etagi Design Collaborative,"Embark on a journey where design is not just an art but also a science with Etagi Design Collaborative. Established informally in 2011 as a ""Multi-Disciplinary Design Firm,"" we have been shaping spaces through our core expertise in Master Planning, Landscape Design, Architectural Design, Interior Design and Product Design. We believe in pushing the boundaries of traditional design and extending our services to related fields such as Graphic Design, Interaction Design and Branding & Identity creation.

 

At our core, we view design as a collaborative effort, involving all stakeholders in the project. Our design process is characterized by self-realization and a departure from preconceived ideas, allowing projects to evolve organically as they progress. Embracing the concept of temporariness, we explore how spaces can transform under various contexts, offering multiple uses and extending their utility. With each project, we approach it as a fresh start, striving to understand our client’s needs and aspirations. Our advisory and objective role fosters trust and collaboration, resulting in mutually satisfying outcomes. At Etagi Design Collaborative, we take pride in addressing projects in novel ways.",14,Bengaluru,https://www.etagidesign.com/,Prashanth Nandiprasad,Founder,919886124035,1 to 50 Lakhs,"Residential, Commercial",90_logo.jpg,90_a.jpg,90_b.jpg,90_c.jpg,90_d.jpg,90_e.jpg,90_f.jpg,90_g.jpg,90_h.jpg,90_i.jpg,90_j.jpg,,120.0,,90_reviews.jpg,wip.code@gmail.com,4.8,46,"https://www.google.com/maps/place/Etagi+Design+Collaborative/@12.996716,77.5825077,15z/data=!4m6!3m5!1s0x3bae1638e425dffb:0x5cb0fc4a11e4d16a!8m2!3d12.996716!4d77.5825077!16s%2Fg%2F119vyy2n_?entry=ttu",,,1.44
Studio Amaavi,Studio Amaavi,"Architect and interior designers with more than a decade of experience. Specialized in luxury interiors, restaurant and pub interiors, Office interiors villa design and construction. ",5,Bengaluru,https://www.studioamaavi.com/,Nabeel Moosa,Co-Founder,919972273123,1 to 50 Lakhs,"Residential, Commercial",91_logo.jpg,91_a.jpg,91_b.jpg,91_c.jpg,91_d.jpg,91_e.jpg,91_f.jpg,91_g.jpg,91_h.jpg,91_i.jpg,91_j.jpg,,,,91_reviews.jpg,info@studioamaavi.com,4.5,27,"https://www.google.com/maps/place/Studio+Amaavi/@12.9735089,77.6164228,15z/data=!4m2!3m1!1s0x0:0xa45ce90b0d73770f?sa=X&ved=1t:2428&ictx=111",,,0.74
Office Interior Design,Office Interior Design,"At Office Interior Designs, we make splendid impressions by enlivening your Office with our design concepts making ‘living’ a pleasant experience. Been the Best Interior Designers in Bangalore, we have come a long way making premium lifestyle interior concepts based on the latest styling materials available in the markets and a fabulous fusion of technology and design creating interesting interior concepts.

We are the Best Interior Designers in Bangalore catering to the distinct requirements of our clients with a promise of making premium interiors design.",12,Bengaluru,https://www.officeinteriordesign.in/,Dev Rajan,Accountant,917090051112,1 to 50 Lakhs,"Residential, Commercial",92_logo.jpg,92_a.jpg,92_b.jpg,92_c.jpg,92_d.jpg,92_e.jpg,92_f.jpg,92_g.jpg,92_h.jpg,92_i.jpg,92_j.jpg,,68.0,,92_reviews.jpg,hello@officeinteriordesign.in,4.2,5,"https://www.google.com/maps/place/Office+Interior+Design/@13.0368111,77.6100704,15z/data=!4m2!3m1!1s0x0:0xd9061f50d2e39455?sa=X&ved=1t:2428&ictx=111",,,1.04
Dream Ideas,Dream Ideas,"We are specialized in providing customized decorative solution for Wall, Ceiling and Glass surfaces. We are head quartered in bengaluru and are promoted by well known professionals from architecture, interior decoration and interior graphics fraternity.

A Dream Idea’s takes pride in offering customized decorative solutions. With our highly creative designers & trained graphic applicators with best practices, and diverse range of product line which is truly gives more option for personalization. We are responsible for the entire process- From ideation to application.

We are tremendously progressing and keeping pace with the international trend of the marketplace. With his experience of Interior Designing, we have achieved maximum success and huge clientele from all across the India. Guided by business acumen we are able to cater our range across corporate world, hospitality, industry, architects, interior designers and home-makers.",10,Bengaluru,http://dreamideas.in/,Suhail Ahamed,CEO & Founder,918040949274,1 to 50 Lakhs,"Residential, Commercial",93_logo.jpg,93_a.jpg,93_b.jpg,93_c.jpg,93_d.jpg,93_e.jpg,93_f.jpg,93_g.jpg,93_h.jpg,93_i.jpg,93_j.jpg,,650.0,,93_reviews.jpg,info@dreamideas.in,5.0,49,"https://www.google.com/maps/place/DREAM+IDEAS/@12.9668381,77.60926,15z/data=!4m2!3m1!1s0x0:0xe5379e0de4057993?sa=X&ved=1t:2428&ictx=111",,,1.49
October Designs,October Designs,"Good design, interior or otherwise, is democratic and everyone should have access to it. October Designs believes in this. We also believe that good home interior design is collaborative and stems from easy and open communication between the designer and clients. As a result, the studio is able to design for all the unique aspects of a family’s or individual’s lifestyle. We try and ensure that we have thought through every aspect of your requirement from the home… starting with the side of the bed you sleep on to the way you want to feel when you step into your home after a long day of work.

Our clients come from various backgrounds but have one thing in common – they desire a beautiful life and a beautiful home is a part of it. We have worked on projects in Bangalore, Chennai, Visakhapatnam, Hyderabad, and Mumbai and are always looking for opportunities to work on homes anywhere around the globe.",7,Bengaluru,https://octoberdesigns.in/,Priyanka Singh,Founder and Design Lead,918948424484,1 to 50 Lakhs,Residential,94_logo.jpg,94_a.jpg,94_b.jpg,94_c.jpg,94_d.jpg,94_e.jpg,94_f.jpg,94_g.jpg,94_h.jpg,94_i.jpg,94_j.jpg,,,,94_reviews.jpg,info@octoberdesigns.in,5.0,9,"https://www.google.com/maps/place/October+Designs/@12.9745602,77.6038684,15z/data=!4m2!3m1!1s0x0:0xc32f36d25428b461?sa=X&ved=1t:2428&ictx=111",,,0.59
Alpha Modular,Alpha Modular,"We provide Installation of Modular Kitchen, Modular Wardrobe, Modular TV Units, Storage Wall Units, False Ceiling, Woodwork, Renovation, Lighting , Wooden Flooring and Wall Decor.

We are proud to provide you the best quality product with outstanding finish that will make your house as home.

Our interior design and renovations experts can visit you in Bangalore and the surrounding area.",4,Bengaluru,https://www.alphamodular.in/,Mishael Micheal,Business Manager,917975344458,1 to 50 Lakhs,Residential,95_logo.jpg,95_a.jpg,95_b.jpg,95_c.jpg,95_d.jpg,95_e.jpg,95_f.jpg,95_g.jpg,95_h.jpg,95_i.jpg,95_j.jpg,,,,95_reviews.jpg,alphamodular22@gmail.com,4.9,35,"https://www.google.com/maps/place/Alpha+modular/@12.9844819,77.6025067,15z/data=!4m6!3m5!1s0x3bae177f72a9a603:0xdf449aa135ef0605!8m2!3d12.9844819!4d77.6025067!16s%2Fg%2F11s5m2kj6c?entry=ttu",,,0.74
R.C. Architecture Pvt. Ltd.,RC Architecture,"Founded in 1996 as Rapid Corporation in Bangalore, the firm saw a steady growth in terms of its client base, as well as in its team strength, that led to the firm being registered as a Private Limited Company in 2001, under the name of R.C. Architecture Pvt. Ltd. RCA is the collaborative effort of a team of over 40 designers and engineers, whose enthusiasm and creativity has resulted in our accomplishments. Architects, Designers, Specialists, Engineers, Surveyors, Estimators – We all work hard to cultivate and nurture the right ideas. We look at the future and envision solutions that will fit within it. We believe in the importance of empowerment and everyone here is treated as an equal. Ideas and opinions are always welcome and encouraged. We are excited to get started on new possibilities. We sketch, brainstorm, visualize and hurrah! We believe in a light-hearted workplace that results in some serious excellence. Our tables are cluttered with all the information we catalog in our minds. Our space is sunlit, and we empathize with good work environments. RCA has always had a young energy. Each and every member of the team possesses curiosity towards the new and exciting. We work and play hard. We believe in delivering excellent results while following extremely ethical business practices.",29,"Bengaluru, Chennai, Coimbatore, Mumbai, Mangalore, New Delhi",https://rapidcorpindia.com/,Vijay D’Souza,Co-Founder and Design-Director,918049378800,1 to 50 Lakhs,Commercial,96_logo.jpg,96_a.jpg,96_b.jpg,96_c.jpg,96_d.jpg,96_e.jpg,96_f.jpg,96_g.jpg,96_h.jpg,96_i.jpg,96_j.jpg,,300.0,,96_reviews.jpg,info@rapidcorpindia.com,4.5,181,"https://www.google.com/maps/place/RC+Architecture/@12.9638652,77.6036564,15z/data=!4m6!3m5!1s0x3bae15d446df9331:0xc23eabff191bd447!8m2!3d12.9638652!4d77.6036564!16s%2Fg%2F1pp2x6w1k?entry=ttu", they have won 30 Awards so far in their journey,,2.15
